dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7
3.150528669357299805e-01,-7.122810930013656616e-02,1.177189350128173828e-01,-6.996613740921020508e-02,-1.690898537635803223e-01,3.412917256355285645e-03,-1.137337684631347656e-01,-2.654889225959777832e-02
5.908829569816589355e-01,5.195659995079040527e-01,2.471010982990264893e-01,-2.787602543830871582e-01,-8.583950400352478027e-01,3.601419627666473389e-01,2.018625736236572266e-01,-4.602970480918884277e-01
1.611181497573852539e-01,-1.651070564985275269e-01,2.455810606479644775e-01,-8.315303176641464233e-02,-7.591979950666427612e-02,1.298416405916213989e-03,-7.206103205680847168e-02,-2.088899165391921997e-02
5.255310535430908203e-01,1.982386559247970581e-01,3.982734382152557373e-01,-1.059911400079727173e-01,-6.526783108711242676e-01,1.818887293338775635e-01,1.421644389629364014e-01,2.801885455846786499e-02
2.731449902057647705e-01,-3.001995682716369629e-01,3.933656513690948486e-01,1.393237709999084473e-02,-1.601110398769378662e-02,-1.436403393745422363e-01,-1.304203718900680542e-01,1.226522773504257202e-01
3.997252285480499268e-01,4.208945035934448242e-01,1.800101548433303833e-01,-4.060208797454833984e-01,-4.875091910362243652e-01,2.587536275386810303e-01,6.610876321792602539e-02,-2.551818490028381348e-01
5.320304036140441895e-01,3.631032705307006836e-01,3.271586596965789795e-01,-2.772556543350219727e-01,-7.277774810791015625e-01,1.981264650821685791e-01,1.090775877237319946e-01,-2.420711517333984375e-01
1.976039707660675049e-01,4.108397364616394043e-01,5.209270119667053223e-01,-4.174498319625854492e-01,-3.520154356956481934e-01,4.400914907455444336e-01,2.291373312473297119e-01,1.191212832927703857e-01
3.188297152519226074e-01,-1.963545083999633789e-01,2.305317074060440063e-01,-8.169399946928024292e-02,-1.077650934457778931e-01,-9.316023439168930054e-02,-7.330667227506637573e-02,8.997620642185211182e-02
6.356405615806579590e-01,6.990625262260437012e-01,6.765783429145812988e-01,-2.033481299877166748e-01,-1.167986631393432617e+00,7.830525636672973633e-01,5.059691667556762695e-01,-1.308670043945312500e-01
1.502368301153182983e-01,-4.158511757850646973e-01,3.062271475791931152e-01,1.219864189624786377e-01,3.057060241699218750e-01,-1.930834949016571045e-01,-4.613691866397857666e-01,-1.056730300188064575e-01
4.107044339179992676e-01,4.143231362104415894e-02,1.534091830253601074e-01,1.008857786655426025e-02,-2.855895161628723145e-01,1.331388056278228760e-01,-5.675087124109268188e-02,-8.080554008483886719e-02
6.280747652053833008e-01,6.736720800399780273e-01,3.443560302257537842e-01,-7.032457739114761353e-02,-7.043142318725585938e-01,6.056808233261108398e-01,3.999718129634857178e-01,-9.251968562602996826e-02
5.920025110244750977e-01,5.170072317123413086e-01,2.178769558668136597e-01,-2.927587628364562988e-01,-9.233238101005554199e-01,3.723296523094177246e-01,2.332468926906585693e-01,-5.331678986549377441e-01
3.173134922981262207e-01,2.616628259420394897e-02,2.297786772251129150e-01,5.100616812705993652e-02,-2.709866166114807129e-01,3.035170435905456543e-01,2.045434415340423584e-01,8.266784250736236572e-02
4.264567792415618896e-01,1.745472699403762817e-01,4.722691178321838379e-01,-2.642439007759094238e-01,-6.816949844360351562e-01,1.904653012752532959e-01,1.895249485969543457e-01,1.329962909221649170e-02
6.675839424133300781e-01,5.432094335556030273e-01,3.268724679946899414e-01,-7.750719040632247925e-02,-8.741027712821960449e-01,7.172851562500000000e-01,4.794943630695343018e-01,-1.563395857810974121e-01
4.974842667579650879e-01,2.092903405427932739e-01,8.879197388887405396e-02,-1.393249332904815674e-01,-5.808385014533996582e-01,2.013017237186431885e-01,5.643415823578834534e-02,-2.187026739120483398e-01
5.790504217147827148e-01,4.177646636962890625e-01,5.525488853454589844e-01,-1.761864870786666870e-01,-8.559569716453552246e-01,2.993265688419342041e-01,1.792893409729003906e-01,-9.156936407089233398e-02
5.744245648384094238e-01,8.444651961326599121e-01,5.173350572586059570e-01,-2.175871431827545166e-01,-7.185719609260559082e-01,8.512594699859619141e-01,5.440070033073425293e-01,4.905471205711364746e-02
2.352939695119857788e-01,-2.553726434707641602e-01,1.901298165321350098e-01,3.390750288963317871e-02,-7.704060524702072144e-02,-4.323383420705795288e-02,-2.284465134143829346e-01,-1.686254739761352539e-01
6.595239043235778809e-02,-3.859393596649169922e-01,3.962360620498657227e-01,1.298608481884002686e-01,3.341217637062072754e-01,-3.629380464553833008e-02,-3.748608529567718506e-01,2.068355679512023926e-03
3.224692940711975098e-01,3.622757792472839355e-01,3.381455540657043457e-01,-7.895085215568542480e-02,-4.374383687973022461e-01,5.244161486625671387e-01,4.702371656894683838e-01,1.928055286407470703e-01
1.564875096082687378e-01,-3.831404447555541992e-01,1.646869927644729614e-01,-5.088575184345245361e-02,1.874676346778869629e-02,-2.159593403339385986e-01,-2.999430894851684570e-01,-1.832969784736633301e-01
5.429215431213378906e-01,7.865409851074218750e-01,4.274089634418487549e-01,-4.313555359840393066e-01,-7.892720103263854980e-01,5.179412364959716797e-01,1.892276704311370850e-01,-3.872407078742980957e-01
5.320726633071899414e-01,4.805913567543029785e-01,1.111798733472824097e-01,-2.790005207061767578e-01,-6.839979290962219238e-01,3.326346874237060547e-01,8.074337244033813477e-02,-4.132010936737060547e-01
2.675746977329254150e-01,-2.872223258018493652e-01,1.618215590715408325e-01,-1.424767374992370605e-01,-1.844329237937927246e-01,-1.787291765213012695e-01,-4.882923886179924011e-02,-5.535835027694702148e-02
1.687078475952148438e-01,-2.772828638553619385e-01,2.956520020961761475e-01,1.088780164718627930e-01,9.587125480175018311e-02,7.459074258804321289e-03,-2.119461297988891602e-01,-5.502513051033020020e-02
4.832450747489929199e-01,6.575620174407958984e-01,4.417459070682525635e-01,-1.863553076982498169e-01,-5.553656816482543945e-01,6.457324028015136719e-01,4.328953027725219727e-01,5.884702503681182861e-02
4.607260823249816895e-01,2.229291051626205444e-01,5.191726684570312500e-01,-2.117386460304260254e-01,-6.557136774063110352e-01,1.114465519785881042e-01,1.275060027837753296e-01,6.020721048116683960e-02
7.330111265182495117e-01,1.168793082237243652e+00,5.782642364501953125e-01,-2.932664752006530762e-01,-1.031982421875000000e+00,9.151494503021240234e-01,4.214941263198852539e-01,-4.272030591964721680e-01
6.202436089515686035e-01,5.497394800186157227e-01,2.536648511886596680e-01,-7.483358681201934814e-02,-7.368118166923522949e-01,5.679798126220703125e-01,3.205897808074951172e-01,-7.566860318183898926e-02
9.794035553932189941e-02,-3.493667840957641602e-01,3.322960138320922852e-01,9.349280595779418945e-02,2.555143237113952637e-01,-7.101391255855560303e-02,-3.531771004199981689e-01,-3.239876031875610352e-02
4.215697050094604492e-01,2.140807062387466431e-01,4.409207403659820557e-01,-2.440457642078399658e-01,-6.548351049423217773e-01,1.663840413093566895e-01,1.059031635522842407e-01,6.238453462719917297e-02
1.449095010757446289e-01,4.336948692798614502e-02,3.347958326339721680e-01,9.221494197845458984e-03,-3.013430237770080566e-01,4.504792392253875732e-01,4.819776117801666260e-01,2.518606781959533691e-01
1.269087195396423340e-01,-3.916515111923217773e-01,3.150798678398132324e-01,7.904139161109924316e-02,2.446010857820510864e-01,-1.650403738021850586e-01,-4.178473949432373047e-01,-1.284786462783813477e-01
5.311148166656494141e-01,2.820461392402648926e-01,8.765228092670440674e-02,-2.156683951616287231e-01,-7.537347078323364258e-01,2.304539382457733154e-01,8.934897184371948242e-02,-4.089460372924804688e-01
6.545324325561523438e-01,5.874177813529968262e-01,1.374328732490539551e-01,-1.627685874700546265e-01,-8.968833088874816895e-01,4.896721243858337402e-01,1.880987137556076050e-01,-5.065478086471557617e-01
5.656948685646057129e-01,6.687582135200500488e-01,4.159041047096252441e-01,-2.710165083408355713e-01,-8.948200941085815430e-01,4.418638050556182861e-01,2.196862101554870605e-01,-3.749222159385681152e-01
5.895656347274780273e-01,6.705869436264038086e-01,4.098342359066009521e-01,-1.397658437490463257e-01,-7.769682407379150391e-01,7.769992947578430176e-01,4.573048651218414307e-01,1.094442605972290039e-01
3.217315673828125000e-01,-4.236375167965888977e-02,1.419538259506225586e-01,-1.797148883342742920e-01,-4.128273725509643555e-01,2.755355834960937500e-01,2.374026477336883545e-01,-1.499982923269271851e-02
2.427329123020172119e-01,4.413563609123229980e-01,5.005796551704406738e-01,-2.042283713817596436e-01,-3.945581912994384766e-01,7.168858051300048828e-01,5.951598882675170898e-01,4.179425239562988281e-01
5.933383107185363770e-01,3.873558640480041504e-01,4.310490190982818604e-01,-1.608077883720397949e-01,-8.783195018768310547e-01,4.139476418495178223e-01,2.008847147226333618e-01,-1.505347788333892822e-01
4.582169950008392334e-01,8.320683240890502930e-02,1.696073561906814575e-01,-1.313802003860473633e-01,-4.436907172203063965e-01,1.136238947510719299e-01,9.223683178424835205e-02,1.693561673164367676e-02
1.434123516082763672e-01,-3.691933751106262207e-01,3.673119843006134033e-01,9.665408730506896973e-02,2.867518067359924316e-01,-1.660501360893249512e-01,-4.607221782207489014e-01,-1.448095142841339111e-01
1.026462614536285400e-01,-5.420448184013366699e-01,3.687787652015686035e-01,1.496353149414062500e-01,3.664874434471130371e-01,-2.773569822311401367e-01,-5.360731482505798340e-01,-1.986807584762573242e-01
6.983238458633422852e-01,4.347696900367736816e-01,2.045233398675918579e-01,-6.350249052047729492e-03,-8.627147078514099121e-01,4.833871722221374512e-01,2.351174950599670410e-01,-3.606632351875305176e-01
4.139675796031951904e-01,5.751628875732421875e-01,5.050236582756042480e-01,-2.514843344688415527e-01,-6.284929513931274414e-01,6.943780183792114258e-01,4.246931970119476318e-01,2.017885148525238037e-01
3.692240715026855469e-01,2.174869328737258911e-01,2.406360656023025513e-01,-1.437662094831466675e-01,-3.273793458938598633e-01,2.848742008209228516e-01,1.783593446016311646e-01,1.340616941452026367e-01
3.897872567176818848e-01,-5.397527664899826050e-02,7.418438792228698730e-02,-6.978747993707656860e-02,-4.309765100479125977e-01,5.544906109571456909e-02,-5.321933329105377197e-02,-2.375323772430419922e-01
3.628528118133544922e-01,1.649864166975021362e-01,1.869742423295974731e-01,-2.244428098201751709e-01,-3.849114775657653809e-01,1.536999940872192383e-01,9.215860068798065186e-02,4.187078773975372314e-02
3.838554918766021729e-01,6.040682196617126465e-01,2.384352535009384155e-01,-5.255247950553894043e-01,-6.354834437370300293e-01,4.386976957321166992e-01,1.486618518829345703e-01,-4.269684553146362305e-01
5.882662534713745117e-01,5.623611807823181152e-01,5.170265436172485352e-01,-2.480496466159820557e-01,-8.987511396408081055e-01,3.630009591579437256e-01,1.462346762418746948e-01,-2.502367496490478516e-01
6.791861057281494141e-01,6.450721025466918945e-01,4.092443287372589111e-01,-1.736500412225723267e-01,-9.539552927017211914e-01,4.663707017898559570e-01,1.743160188198089600e-01,-3.630150854587554932e-01
1.717171370983123779e-01,-1.292671263217926025e-01,2.088333666324615479e-01,-9.453270584344863892e-02,-2.926696836948394775e-02,7.093274593353271484e-02,-7.486257702112197876e-02,1.301544606685638428e-01
5.665287375450134277e-01,5.504572987556457520e-01,2.313174456357955933e-01,-3.379341959953308105e-01,-8.016109466552734375e-01,3.229140043258666992e-01,1.011349558830261230e-01,-4.613980650901794434e-01
6.721003055572509766e-01,5.452049374580383301e-01,1.769856363534927368e-01,-1.664894819259643555e-01,-9.307876229286193848e-01,4.585918784141540527e-01,1.990865617990493774e-01,-5.154418945312500000e-01
5.804102420806884766e-01,2.788943052291870117e-01,1.193829551339149475e-01,-1.089605689048767090e-02,-5.779038071632385254e-01,3.282150030136108398e-01,1.503403037786483765e-01,-1.143237650394439697e-01
3.832219839096069336e-01,1.581043452024459839e-01,1.370572298765182495e-01,-1.329211890697479248e-01,-4.081113338470458984e-01,2.953529953956604004e-01,1.344931125640869141e-01,1.045163050293922424e-01
2.684166431427001953e-01,-1.301222443580627441e-01,1.430085152387619019e-01,-8.929269015789031982e-02,-8.964957296848297119e-02,-4.271806776523590088e-02,-1.509798914194107056e-01,-3.167301416397094727e-02
4.356775283813476562e-01,3.296671509742736816e-01,1.612353771924972534e-01,-3.003174960613250732e-01,-4.966016411781311035e-01,1.973575055599212646e-01,6.105101481080055237e-02,-2.022946774959564209e-01
1.306679397821426392e-01,-4.423914551734924316e-01,2.021253556013107300e-01,-3.430408239364624023e-02,6.621685624122619629e-02,-2.570601105690002441e-01,-3.583714067935943604e-01,-2.405269145965576172e-01
6.602388620376586914e-01,1.009443998336791992e+00,9.565068483352661133e-01,-2.730361223220825195e-01,-1.298884034156799316e+00,1.069656252861022949e+00,5.365816354751586914e-01,1.101796850562095642e-01
3.905999660491943359e-01,1.644536703824996948e-01,1.768217980861663818e-01,-2.341997623443603516e-01,-5.142811536788940430e-01,1.390970945358276367e-01,1.336514055728912354e-01,-1.366855055093765259e-01
5.343934893608093262e-02,-3.160506486892700195e-01,4.641043543815612793e-01,7.692968845367431641e-02,2.983475923538208008e-01,6.529852002859115601e-02,-2.864103615283966064e-01,7.197268307209014893e-02
2.518781125545501709e-01,1.459698528051376343e-01,3.066266477108001709e-01,-7.267886400222778320e-02,-1.213472858071327209e-01,2.817612886428833008e-01,-7.978448644280433655e-03,-5.817678570747375488e-02
6.027477979660034180e-01,4.997954964637756348e-01,2.646228373050689697e-01,-1.865456998348236084e-01,-7.742299437522888184e-01,3.917826712131500244e-01,2.416070401668548584e-01,-3.248732984066009521e-01
1.725401282310485840e-01,-4.816252365708351135e-02,2.354546636343002319e-01,-1.454428434371948242e-01,-1.588678508996963501e-01,1.176177784800529480e-01,3.486493602395057678e-02,7.648414373397827148e-02
1.299474835395812988e-01,4.002897739410400391e-01,5.634654164314270020e-01,-3.870488703250885010e-01,-1.613744795322418213e-01,5.252288579940795898e-01,3.214644491672515869e-01,2.504128515720367432e-01
5.610871315002441406e-01,7.847718596458435059e-01,5.326740741729736328e-01,-2.046211659908294678e-01,-7.936757802963256836e-01,8.925328254699707031e-01,5.298737883567810059e-01,1.587559580802917480e-01
6.389510035514831543e-01,7.777405977249145508e-01,2.898226678371429443e-01,-2.736254334449768066e-01,-8.393649458885192871e-01,5.941661596298217773e-01,2.084436118602752686e-01,-4.440100789070129395e-01
6.284219026565551758e-01,5.321838259696960449e-01,5.479494929313659668e-01,-1.838808804750442505e-01,-9.958638548851013184e-01,4.660841226577758789e-01,2.142151594161987305e-01,-1.764332056045532227e-01
3.618953824043273926e-01,-1.583240032196044922e-01,1.082600504159927368e-01,-1.377042829990386963e-01,-3.058498203754425049e-01,-6.366740912199020386e-02,1.101493090391159058e-02,-6.018537282943725586e-02
1.884611845016479492e-01,-3.994716405868530273e-01,2.062248736619949341e-01,-6.348422914743423462e-02,-4.951119422912597656e-03,-2.353125810623168945e-01,-2.294112443923950195e-01,-1.367179453372955322e-01
2.141064852476119995e-01,-2.466565817594528198e-01,1.818719655275344849e-01,-7.984852790832519531e-02,-3.888756036758422852e-03,-6.520282477140426636e-02,-1.726132035255432129e-01,-5.931614339351654053e-02
7.257651090621948242e-01,8.186858892440795898e-01,4.288640022277832031e-01,-8.099627494812011719e-02,-1.001699924468994141e+00,7.637183666229248047e-01,3.880166113376617432e-01,-2.008451223373413086e-01
5.639202594757080078e-01,9.426392316818237305e-01,7.232379317283630371e-01,-2.854351401329040527e-01,-1.008754253387451172e+00,8.209077119827270508e-01,4.310034811496734619e-01,-1.502674520015716553e-01
7.384291887283325195e-01,5.826866626739501953e-01,2.108762115240097046e-01,-7.532779872417449951e-02,-9.169814586639404297e-01,5.437096953392028809e-01,1.778335124254226685e-01,-4.190497994422912598e-01
4.842875897884368896e-01,6.495441198348999023e-01,2.368080765008926392e-01,-4.498822689056396484e-01,-6.429530382156372070e-01,4.581872820854187012e-01,1.200950443744659424e-01,-4.076157212257385254e-01
1.821939051151275635e-01,-3.108521103858947754e-01,2.242078632116317749e-01,-3.913150727748870850e-02,8.176411688327789307e-02,-7.442502677440643311e-02,-2.496374547481536865e-01,-6.740194559097290039e-02
-1.085933148860931396e-01,-3.895731568336486816e-01,5.065121650695800781e-01,2.712055444717407227e-01,3.699471354484558105e-01,2.963165938854217529e-01,4.208383336663246155e-02,3.812915682792663574e-01
3.626294136047363281e-01,-4.916354268789291382e-02,2.146258056163787842e-01,-1.598728448152542114e-01,-2.870133221149444580e-01,-2.494928985834121704e-02,1.955356076359748840e-02,8.125540614128112793e-02
3.379825055599212646e-01,-6.504520773887634277e-03,2.427550703287124634e-01,3.261871635913848877e-02,-1.799087524414062500e-01,1.306346058845520020e-01,-4.673134535551071167e-02,-5.990888178348541260e-02
3.538250327110290527e-01,2.151098102331161499e-02,1.285463273525238037e-01,-2.821191847324371338e-01,-4.290094971656799316e-01,-1.835987344384193420e-02,5.285263061523437500e-03,-1.948938965797424316e-01
3.076377213001251221e-01,3.361199796199798584e-02,1.631973683834075928e-01,-2.566318213939666748e-01,-2.489012479782104492e-01,-3.988714516162872314e-02,-4.796133562922477722e-02,-3.850039839744567871e-02
6.371725797653198242e-01,4.328743815422058105e-01,4.700273871421813965e-01,-1.642898321151733398e-01,-9.613737463951110840e-01,5.518947839736938477e-01,3.364179432392120361e-01,-2.377716600894927979e-01
2.993903756141662598e-01,1.264748722314834595e-02,1.863752007484436035e-01,-3.198967874050140381e-01,-3.095445632934570312e-01,-9.535197168588638306e-02,-5.918154865503311157e-02,-1.510897576808929443e-01
4.337360262870788574e-01,7.797250747680664062e-01,5.410760045051574707e-01,-3.249789476394653320e-01,-5.144690871238708496e-01,7.418314218521118164e-01,4.611993730068206787e-01,4.298048093914985657e-02
2.981398701667785645e-01,-1.910717487335205078e-01,3.851984739303588867e-01,1.222848892211914062e-03,-1.285445839166641235e-01,-4.083910956978797913e-02,-1.565033346414566040e-01,6.048725545406341553e-02
3.548172116279602051e-01,-1.030041277408599854e-02,1.983571201562881470e-01,-2.548562288284301758e-01,-3.300760984420776367e-01,-5.630303919315338135e-02,2.001357823610305786e-02,-1.451130211353302002e-02
5.774363875389099121e-02,-5.329722166061401367e-01,3.570458590984344482e-01,1.684406101703643799e-01,3.680068850517272949e-01,-1.992016434669494629e-01,-5.125573873519897461e-01,-1.718330383300781250e-01
5.920891761779785156e-01,7.811986207962036133e-01,3.677287995815277100e-01,-4.041806459426879883e-01,-8.655296564102172852e-01,5.354517102241516113e-01,1.585570573806762695e-01,-4.817327857017517090e-01
7.042814493179321289e-01,6.023207306861877441e-01,3.061664104461669922e-01,6.699438393115997314e-02,-7.656034231185913086e-01,6.100947856903076172e-01,4.019450843334197998e-01,-1.267663538455963135e-01
6.189750432968139648e-01,6.168982386589050293e-01,4.554291367530822754e-01,-1.557250767946243286e-01,-9.688784480094909668e-01,7.212793827056884766e-01,4.202259480953216553e-01,-8.037099242210388184e-02
3.387703299522399902e-01,1.114402711391448975e-01,1.707279086112976074e-01,-1.929258704185485840e-01,-3.313470482826232910e-01,1.035472378134727478e-01,-4.286419600248336792e-03,-1.047059148550033569e-01
4.519887864589691162e-01,3.090518116950988770e-01,5.485444664955139160e-01,-2.912627458572387695e-01,-6.775973439216613770e-01,1.422180533409118652e-01,1.311403661966323853e-01,2.566233277320861816e-03
2.379384338855743408e-01,5.490849018096923828e-01,5.775734186172485352e-01,-2.644928097724914551e-01,-4.363058805465698242e-01,7.956184148788452148e-01,6.496456265449523926e-01,3.885148763656616211e-01
5.661219954490661621e-01,4.829742908477783203e-01,1.572992950677871704e-01,-3.231400549411773682e-01,-8.083913326263427734e-01,2.994036972522735596e-01,1.020928025245666504e-01,-5.023058652877807617e-01
7.071652412414550781e-01,6.203401684761047363e-01,2.869368493556976318e-01,-1.492758542299270630e-01,-9.295058250427246094e-01,4.820507168769836426e-01,1.831801682710647583e-01,-4.239700436592102051e-01
5.665760636329650879e-01,6.605985760688781738e-01,3.581354022026062012e-01,-2.796773612499237061e-02,-7.493964433670043945e-01,7.080588340759277344e-01,5.639068484306335449e-01,-5.949057638645172119e-02
1.161645054817199707e-01,-2.709929943084716797e-01,3.089325428009033203e-01,1.411871612071990967e-02,1.185909956693649292e-01,-3.892319649457931519e-02,-2.437982559204101562e-01,-3.282980620861053467e-02
3.639830350875854492e-01,-6.046987697482109070e-02,1.377085894346237183e-01,-6.274566054344177246e-03,-1.999869346618652344e-01,5.115615576505661011e-02,-1.183166056871414185e-01,-6.793975830078125000e-02
3.760873675346374512e-01,8.282037079334259033e-02,1.082148700952529907e-01,-2.161052078008651733e-01,-3.352776467800140381e-01,4.418740421533584595e-02,1.111600920557975769e-02,-5.131521821022033691e-02
1.120253503322601318e-01,-4.787358641624450684e-01,2.461910545825958252e-01,1.472645998001098633e-02,1.549790352582931519e-01,-2.596530318260192871e-01,-4.099838733673095703e-01,-2.370479702949523926e-01
6.119424104690551758e-01,6.315213441848754883e-01,4.674270451068878174e-01,-1.136345341801643372e-01,-9.228573441505432129e-01,7.413576245307922363e-01,3.961562812328338623e-01,7.875900715589523315e-02
4.373730123043060303e-01,2.155880182981491089e-01,4.410463571548461914e-01,-2.888008952140808105e-01,-5.828207731246948242e-01,6.241670995950698853e-02,1.072220504283905029e-01,9.137481451034545898e-03
7.502404451370239258e-01,5.860772132873535156e-01,3.244636058807373047e-01,-1.225954294204711914e-02,-9.381340146064758301e-01,7.026458978652954102e-01,3.903632760047912598e-01,-2.383266985416412354e-01
3.478367924690246582e-01,4.715321063995361328e-01,3.794231712818145752e-01,-1.949511766433715820e-01,-3.432676792144775391e-01,5.234458446502685547e-01,2.768916189670562744e-01,5.383593589067459106e-02
3.256195783615112305e-01,4.361742734909057617e-01,3.556908071041107178e-01,-3.173206448554992676e-01,-3.991945981979370117e-01,4.149895906448364258e-01,2.543556094169616699e-01,2.435704320669174194e-02
5.742291808128356934e-01,3.769688606262207031e-01,1.167036369442939758e-01,-2.435056567192077637e-01,-6.966212391853332520e-01,2.930540144443511963e-01,1.325052231550216675e-01,-3.581806421279907227e-01
3.198270201683044434e-01,-1.696121990680694580e-01,2.044544667005538940e-01,-1.461891233921051025e-01,-2.369895577430725098e-01,-7.403814792633056641e-02,5.932397022843360901e-02,5.874677747488021851e-02
5.410400629043579102e-01,3.429205417633056641e-01,2.184550911188125610e-01,-4.275836050510406494e-02,-5.688998699188232422e-01,3.600180149078369141e-01,2.402758896350860596e-01,-8.115649223327636719e-02
-1.222282648086547852e-02,-6.248083710670471191e-01,4.764376580715179443e-01,3.139376640319824219e-01,5.616428256034851074e-01,-1.458642780780792236e-01,-5.806699395179748535e-01,-1.490315496921539307e-01
5.266392827033996582e-01,6.239982843399047852e-01,6.265690922737121582e-01,-3.197536468505859375e-01,-8.417640328407287598e-01,4.387632906436920166e-01,1.686996370553970337e-01,-1.700821220874786377e-01
4.251251816749572754e-01,5.991913080215454102e-01,4.137431979179382324e-01,-1.360265016555786133e-01,-5.714671015739440918e-01,6.419713497161865234e-01,4.969467222690582275e-01,5.753096938133239746e-02
3.610612154006958008e-01,-9.169376641511917114e-02,1.037708595395088196e-01,-8.591523021459579468e-02,-1.944653391838073730e-01,8.509159088134765625e-04,-3.749985247850418091e-02,2.083834260702133179e-02
1.768693178892135620e-01,-1.559092700481414795e-01,1.903522163629531860e-01,-1.774056255817413330e-01,-5.354836583137512207e-02,-1.186595931649208069e-01,-2.824540436267852783e-01,-3.240036070346832275e-01
8.197241425514221191e-01,1.021187663078308105e+00,6.216248869895935059e-01,-2.171774506568908691e-01,-1.279069542884826660e+00,7.164295911788940430e-01,2.849210202693939209e-01,-5.804044604301452637e-01
-3.082200884819030762e-02,-4.613134860992431641e-01,3.169242739677429199e-01,2.057605087757110596e-01,2.402195781469345093e-01,1.085042431950569153e-01,-7.030749320983886719e-02,1.640962660312652588e-01
5.773805379867553711e-01,4.233759045600891113e-01,2.068734019994735718e-01,-5.809460580348968506e-02,-6.652355790138244629e-01,4.790726304054260254e-01,2.749972939491271973e-01,-2.472034096717834473e-02
5.959283113479614258e-01,5.710056424140930176e-01,1.882569938898086548e-01,-2.548440098762512207e-01,-8.136207461357116699e-01,3.987725973129272461e-01,1.853806525468826294e-01,-4.416926503181457520e-01
4.341832399368286133e-01,1.448344737291336060e-01,1.262976080179214478e-01,-5.622605979442596436e-02,-3.935025334358215332e-01,2.065261006355285645e-01,7.288818061351776123e-02,-5.327157676219940186e-03
2.412153184413909912e-01,2.976063638925552368e-02,2.983096539974212646e-01,-1.873970329761505127e-01,-2.371896207332611084e-01,5.593747645616531372e-02,-4.587504267692565918e-02,1.052993535995483398e-02
3.001554608345031738e-01,3.443361520767211914e-01,4.796718060970306396e-01,-1.803011000156402588e-01,-7.560227513313293457e-01,7.810142040252685547e-01,7.680858969688415527e-01,1.971144974231719971e-01
4.385547935962677002e-01,8.238378167152404785e-02,2.158383578062057495e-01,-1.481399536132812500e-01,-4.485268592834472656e-01,8.365305513143539429e-02,7.639679312705993652e-02,3.421480953693389893e-02
4.597947001457214355e-02,-4.344628453254699707e-01,3.202050030231475830e-01,1.787070930004119873e-01,3.019886612892150879e-01,-3.365204483270645142e-02,-3.067406117916107178e-01,8.715033531188964844e-03
6.787532567977905273e-01,6.888574957847595215e-01,2.098784893751144409e-01,-1.299123018980026245e-01,-8.398018479347229004e-01,5.540823340415954590e-01,2.342477738857269287e-01,-3.986841142177581787e-01
4.816677570343017578e-01,6.552726626396179199e-01,3.404856920242309570e-01,-4.086265563964843750e-01,-6.379687786102294922e-01,4.666018486022949219e-01,2.115893810987472534e-01,-2.873271107673645020e-01
1.669370830059051514e-01,-3.627834320068359375e-01,2.657476365566253662e-01,-1.977749168872833252e-02,1.123540550470352173e-01,-2.067984640598297119e-01,-3.578192293643951416e-01,-1.872926652431488037e-01
4.600116610527038574e-01,2.799550294876098633e-01,2.985753118991851807e-01,-2.127343714237213135e-01,-6.369439363479614258e-01,2.192759513854980469e-01,1.549195051193237305e-01,-1.841466128826141357e-01
5.323525071144104004e-01,6.609699726104736328e-01,4.748225808143615723e-01,-1.721623539924621582e-01,-7.551929354667663574e-01,8.403869867324829102e-01,5.040242075920104980e-01,2.416251301765441895e-01
3.118860721588134766e-02,-3.039363026618957520e-01,3.231110572814941406e-01,1.028047800064086914e-01,1.057696789503097534e-01,1.007737144827842712e-01,-6.930407881736755371e-02,9.071978926658630371e-02
4.891848862171173096e-01,1.676435768604278564e-02,1.270588636398315430e-01,-1.143600046634674072e-01,-4.442155957221984863e-01,8.663357049226760864e-02,1.151433140039443970e-01,1.192678511142730713e-02
6.556240320205688477e-01,8.684786558151245117e-01,4.239981472492218018e-01,-1.595245897769927979e-01,-7.522057890892028809e-01,7.523977160453796387e-01,4.401292204856872559e-01,-1.645394265651702881e-01
5.928532481193542480e-01,2.904065251350402832e-01,3.710519373416900635e-01,-1.020545959472656250e-01,-7.302662730216979980e-01,2.585839033126831055e-01,1.486613452434539795e-01,-8.382666110992431641e-02
7.102462053298950195e-01,5.973984003067016602e-01,3.109029233455657959e-01,-4.466354846954345703e-02,-8.613010644912719727e-01,6.554046869277954102e-01,3.708867132663726807e-01,-1.916302740573883057e-01
4.540329575538635254e-01,1.046956419944763184e+00,7.471280097961425781e-01,-2.683663964271545410e-01,-6.477453112602233887e-01,1.125601172447204590e+00,7.858043313026428223e-01,2.088797092437744141e-01
2.169167846441268921e-01,-2.138694971799850464e-01,3.649336695671081543e-01,-7.635391503572463989e-02,9.216634929180145264e-02,-1.582506299018859863e-01,-3.720391094684600830e-01,-2.792621254920959473e-01
4.187121391296386719e-01,1.889329701662063599e-01,3.569986224174499512e-01,-2.202205657958984375e-01,-6.094496846199035645e-01,1.717356145381927490e-01,8.760419487953186035e-02,4.852534830570220947e-02
5.281698703765869141e-01,6.137914955615997314e-02,1.032429933547973633e-01,-1.428937315940856934e-01,-5.969499349594116211e-01,1.102000847458839417e-01,1.425816565752029419e-01,-1.531853675842285156e-01
